IndexmaxX,IndexmaxY,Indexmax_2X,Indexmax_2Y,Indexmin_2X,Indexmin_2Y,IndexminX,IndexminY,RingmaxX,RingmaxY,Ringmax_2X,Ringmax_2Y,Ringmin_2X,Ringmin_2Y,RingminX,RingminY,LittlemaxX,LittlemaxY,Littlemax_2X,Littlemax_2Y,Littlemin_2X,Littlemin_2Y,LittleminX,LittleminY,MiddlemaxX,MiddlemaxY,Middlemax_2X,Middlemax_2Y,Middlemin_2X,Middlemin_2Y,MiddleminX,MiddleminY,ThumbmaxX,ThumbmaxY,Thumbmax_2X,Thumbmax_2Y,Thumbmin_2X,Thumbmin_2Y,ThumbminX,ThumbminY,WristX, WristY 
0.8649934557120973, 0.0, 0.9124994896753006, 0.3106036783914913, 0.9783729930788894, 0.6196985862229271, 0.9431712964061854, 0.9696815909256982, 0.435494483271319, 0.34644337834763383, 0.3706865694881847, 0.30106500526017677, 0.20881094186792448, 0.47147871669704655, 0.23875874685985476, 0.9242877740679363, 0.30492035295163894, 0.34768731684653653, 0.2025999078619964, 0.3133595334036597, 0.04392853914003194, 0.40119540502074114, 0.0, 0.7771973017445312, 0.6397475794257758, 0.047886412785382644, 0.6171312546687457, 0.29206057218310993, 0.5831112959356844, 0.6907410736080122, 0.5852151523658126, 1.0, 1.0, 0.2843980311480827, 0.9257718351191797, 0.4059718199811214, 0.9630338194156315, 0.5596613581566201, 0.8118656743106186, 0.6920619449626926, 0.5338234771304381, 0.7754321359978413
0.856548206668741, 0.0, 0.8986658346944703, 0.3057398231355301, 0.9606721952794338, 0.6175324696005288, 0.9119379290233364, 0.9654875087393818, 0.4565614192101914, 0.31474949508122196, 0.37409273781580055, 0.29620314823919164, 0.2088231326525901, 0.46824228927131617, 0.23637067881481091, 0.9090794193781868, 0.30110296994062435, 0.32873401453716855, 0.20300358679512567, 0.31577232332703803, 0.037655140371800434, 0.40281497352162177, 0.0, 0.7684282991868163, 0.6344099424856624, 0.056819098023722175, 0.6075863133983488, 0.3098006289505316, 0.5611736449821456, 0.7032418559689537, 0.5674768470102225, 1.0, 0.9119950708540618, 0.2023047662757, 0.8874313167852681, 0.38963772067200925, 1.0, 0.5659022721303105, 0.8894925214724895, 0.7127483589406369, 0.629180982764746, 0.7890588555353162
0.789402187484393, 0.0, 0.810652817752735, 0.32469587287432555, 0.8399711564577448, 0.6479956012767444, 0.721725221474756, 1.0, 0.4439606780969009, 0.07770027374120844, 0.35021109285964974, 0.24285389679291916, 0.20070138518785588, 0.44375850752091645, 0.13384074068246174, 0.8434125260718672, 0.33235286270104447, 0.18345762799062806, 0.20972498065580747, 0.23951648342225815, 0.052534927299359165, 0.3488519803900973, 0.0, 0.6991794194628499, 0.5820770497489531, 0.01855266570775071, 0.535292495821586, 0.3376913991241139, 0.46729069788920824, 0.7220148381882919, 0.30737487505806677, 0.9513141507270112, 0.9363780966956493, 0.3656644494414779, 0.9458800461660871, 0.48390135884535657, 1.0, 0.6579360298735903, 0.8441178945582444, 0.8233546052617476, 0.6281184856593001, 0.8343865688886792
0.676695444695687, 0.0, 0.6904123816785783, 0.3194179494460054, 0.7126750778054481, 0.6510664229753237, 0.7189899434199396, 1.0, 0.36386347563729937, 0.037988275343882584, 0.29305038474353284, 0.2310509650443698, 0.16147273505995655, 0.4170889066794048, 0.10453285783080064, 0.8285343359803844, 0.2879346646409229, 0.12159897329816688, 0.16462987521424025, 0.22121114119097823, 0.027986841737521608, 0.34697775923554997, 0.0, 0.6371542851168212, 0.4777474735635605, 0.009492840456316482, 0.4447180749639342, 0.3506351795036856, 0.3989960247484904, 0.7369179058808817, 0.36792813262681057, 0.9921803165595648, 0.8778498728349716, 0.42392401832400356, 0.9616630472811589, 0.6055021726183459, 1.0, 0.7885666664274856, 0.9117279650244592, 0.9106530565803326, 0.40838301483179845, 0.8336765581707158
0.7996815272041248, 0.0, 0.8130698052988745, 0.3300530897290727, 0.840341471064995, 0.6643806401598792, 0.765589512377167, 1.0, 0.43323933883124377, 0.12407691855545365, 0.3463464633721942, 0.25474885242119993, 0.1959852623336661, 0.46414530194159576, 0.13001019410584927, 0.8419614032013539, 0.3288356110281795, 0.21095065771597715, 0.19763171631881166, 0.2683394681711159, 0.03914170322273406, 0.3578502818624325, 0.0, 0.7041532426656434, 0.5851392431291383, 0.015357759562417308, 0.5311104821279753, 0.33687634540375144, 0.4619332283204967, 0.7339755412390857, 0.35490126999899263, 0.9644492897155424, 0.932136503713608, 0.36726114889855727, 0.9463232533220994, 0.5116303881306138, 1.0, 0.6882427377309713, 0.8880995118734717, 0.8655790684288568, 0.44276933960968196, 0.9118881289502607
0.7607149991441272, 0.44790794992703176, 0.854175791154802, 0.8292524610917303, 1.0, 0.8995177126320087, 0.9638610716071112, 0.9318357201326648, 0.4287482546491926, 0.5110841111514138, 0.4179214645735048, 0.6653888808210998, 0.3471703962639709, 0.8805586614734706, 0.27802957678369494, 0.9543562479527533, 0.12714882759047835, 0.4901727273852093, 0.12386775524149733, 0.6108697648279271, 0.08140693906900784, 0.793166705630832, 0.0, 0.7639950273476344, 0.7114344256855745, 0.9164908937815146, 0.7314375156754027, 0.9682159860744896, 0.6519400405850426, 0.9908491735147001, 0.6323197962512433, 1.0, 0.8639221907891759, 0.7827951828569828, 0.9562977429802272, 0.6969187593896584, 0.8599074160096184, 0.43354645320816176, 0.684861023623789, 0.19007012898549686, 0.27241331608656194, 0.0
0.724523059162057, 0.0, 0.8058517149701511, 0.3822551924336861, 0.949771410775182, 0.7127045110009083, 1.0, 0.9013378909258012, 0.2976739930531671, 0.26040597093452567, 0.25473105231628995, 0.4375440281913623, 0.2453061906863999, 0.7671172367403446, 0.3390959589449879, 0.9571180609031326, 0.12896207780782298, 0.20987713314557963, 0.04380863463323211, 0.3899959957343332, 0.0, 0.6477601503139727, 0.0874477278985708, 0.8547307360273189, 0.5068368402528962, 0.04351629469730332, 0.5608251695914556, 0.3905802355773593, 0.6220580087036875, 0.8449530019088942, 0.6773137131941518, 1.0, 0.5443648754630053, 0.5920833753045864, 0.7372273530598811, 0.5027694367138715, 0.8871618494523409, 0.48440742279301274, 0.7129027970986521, 0.24716708610170168, 0.4061196508819112, 0.052540460981719404
0.7422386065181329, 0.2000749639213853, 0.8294491765676948, 0.5596338885633391, 0.9498156230964283, 0.8301332094626803, 0.8897542373471584, 0.9534008939239722, 0.34398770927792005, 0.2595695574010092, 0.29710808009970585, 0.4290846946779477, 0.2456146084296738, 0.7428687005728919, 0.26990719633349886, 0.9412722719919168, 0.1619629528234784, 0.1838932708594388, 0.08323502398623062, 0.3736186694616765, 0.0, 0.620399067049644, 0.05695602473788192, 0.822031967776206, 0.5608202696194116, 0.1028585786614782, 0.5994994170193213, 0.4789888661944494, 0.6136709638834139, 0.8562728674858248, 0.5841905711960578, 1.0, 0.7202650834307944, 0.627708494891375, 0.9029822466355613, 0.6582715885846936, 1.0, 0.4966016751644588, 0.7709809201290576, 0.032228546106821215, 0.40679398843253467, 0.0
0.7799887674122808, 0.25370926245690195, 0.9205170530031833, 0.6490457795497839, 1.0, 0.9618391012440156, 0.8721093588379148, 0.9923217895927161, 0.46142131171138856, 0.15322549511002648, 0.34843439909195384, 0.40162258887628777, 0.2545956858367924, 0.7876772468982102, 0.24059850892904197, 0.9683599458719081, 0.20933535803086759, 0.26838182280738165, 0.12568591151898725, 0.4043095253100965, 0.0, 0.644493694130085, 0.04313819071958568, 0.8625247435399521, 0.6239553024814737, 0.20284918212268307, 0.6324697101630534, 0.5355901113611908, 0.6605912958457517, 0.9980485641570005, 0.5254213006990477, 1.0, 0.8630727498837805, 0.7517558468007374, 0.8763076171575418, 0.6160561527808621, 0.9322741034577964, 0.3805286695094584, 0.7915399264218309, 0.08183904184962065, 0.4920496798161883, 0.0
0.9378277668267189, 0.15859302159785157, 0.8438106817759808, 0.5069969676368853, 0.8071034198426195, 0.8343396251222115, 0.9155102488274091, 0.8426639458440848, 0.3422414136762233, 0.37573352380904884, 0.20253957330384764, 0.5233953490164485, 0.16605025434548393, 0.7249084249914597, 0.20710693420587456, 0.854730833286674, 0.12378767580995582, 0.47617530989517864, 0.06347936649143807, 0.47377109047422694, 0.0, 0.5535154171760464, 0.10058579714675667, 0.5521398935623999, 0.6454951632920037, 0.21446675451459862, 0.6295897846377216, 0.4646987097778919, 0.4993178463562347, 0.9165856457265034, 0.5154580841370036, 1.0, 0.872193361315358, 0.8218039534289596, 0.9223275890104288, 0.8243790932198337, 1.0, 0.5522054054813754, 0.9493210460003924, 0.33497649618228725, 0.5771093260710153, 0.0
